Global Rank,Channel ID,Channel Name,Subscribers,Total Views,Total Videos,Country,Description,Views per Subscriber,Views per Video,Subscribers (M),Views (B),Tier
2815,UCIUBk7TYoBosQZ86IpDf6wg,村もんチャンネル,93000,173806122,2854,Unknown,機動戦士ガンダムEXVSシリーズのゲームを主に動画にしています。 またそれ以外にもシャドウバース、ウマ娘、アイドルマスターなどのソシャゲ。 家庭用ゲームなどの配信や動画をすることもあります！ 基本的にガンダムの動画は一日一本あげていくのでよろしくお願いします！,1868.88,60899.0,0.09,0.174,🔵 <1M
2816,UCJ9DTPz8HlljRRsjAiIf8DA,โชเล่ย์ ชคัทพล,92700,74423942,245,Unknown,ศิลปิน นักแต่งเพลง 🖤🙏🏻 ฝากติดตามด้วยนะครับ,802.85,303771.0,0.09,0.074,🔵 <1M
2817,UC1z0VMIvavfmKr1Rf_bRlCw,Moorly Vaishnav,92600,34522813,302,IN,"Welcome to My Channel – your one-stop destination for soulful music 🎵✨  Here, you’ll find: 🎬 Bollywood Songs – latest & evergreen hits 🎶 Hindi Songs – romantic, sad, devotional & more 💖 Heart-touching lyrics, musical vibes & trending tracks  Our goal is to spread the magic of music and connect hearts through melodies. Whether you love old classics or trending Bollywood numbers, you’ll always find ",372.82,114314.0,0.09,0.035,🔵 <1M
2818,UCEOWxJCx_wPq-LsJB_QXL9A,ましゃかりさん,92500,76649529,2646,JP,2015年のどっかからニコ生やってる 2017年2月12日から動画投稿たぶん開始  動画を見てくれ！以上 お仕事のご依頼をされる方は下記メールアドレスまでお願いいたします。 masakari913@gmail.com,828.64,28968.0,0.09,0.077,🔵 <1M
2819,UCCinBA-mujBeiREKnTfbb3w,Ánh Sáng AZA Official,92200,21813786,91,VN,"Ánh Sáng AZA chính thức debut solo sau khi tham gia chương trình sống còn Chuang Asia – Sáng tạo doanh châu Á. Sau đó dưới sự hợp tác cùng Celeb Entertainment và DAO LABELS, Tháng 11/2024, Ánh Sáng AZA phát hành EP đầu tay ""AZA"" gồm ba ca khúc: “Chờ Chia Tay”, “USO” và “Do Em”, gây ấn tượng với chất nhạc pop hiện đại và phong cách trẻ trung.  Ngày 15/05/2025, Ánh Sáng AZA tiếp tục trở lại với sing",236.59,239712.0,0.09,0.022,🔵 <1M
2820,UCrhAwHwM_JNn12TL7a0uiBg,Mehalic POPs,92000,29834363,292,US,"Hi! I really like to pop bloons (a lot)  Here's what to expect on the Mehalic POPs channel!  -Bloons Tower Defense 6 Gameplay, Live and Post Commentary with In Depth Analysis -Top Of The World Ranked Bossing -Pushing the Boundaries of the game -Update Coverage & Early Access  -2 Tower Chimp Type Challenges and Much More!  For Business Inquiries: Mehalic@amg.gg  If you've read this far, you might a",324.29,102172.0,0.09,0.03,🔵 <1M
2821,UC0ytycUjDnncLMWmfaArkxQ,Hurtig TV,92000,18266857,269,BR,"Cortes e melhores momentos do Hurtig OFICIAL Compre Boneco Hurtig, na minha Loja: https://boxsugar.com.br/produto/boneco-hurtig/ Contato Comercial: Contatohurtig@gmail.com ",198.55,67907.0,0.09,0.018,🔵 <1M
2822,UCFC5MMXpoLq4MTJpli_mXDg,Just Rohn JR,91900,15330202,251,IT,BENVENUTO NEL MIO NUOVO CANALE DI GAMING! YOUTUBER SINCE 2008 ♥  ,166.81,61077.0,0.09,0.015,🔵 <1M
2823,UCjCm-ajGb3sVeViewEY6fgg,Jack & Oscar,91800,4203875,42,GB,Geoguessr & Geography videos by JackSucksAtGeography & his dear friend Oscar (zi8gzag),45.79,100092.0,0.09,0.004,🔵 <1M
2824,UCS9luv7aGX4su5T9lBTRPWw,REST EXTRA,91700,8257101,61,AE,,90.04,135362.0,0.09,0.008,🔵 <1M
2825,UCMIRwo9zbgbEt37e8faJ2Mw,Tati TV,91600,4046325,31,BR,,44.17,130527.0,0.09,0.004,🔵 <1M
2826,UCGFmMzXChMWCDOcgrn03MDg,Linkatzo,91500,21822137,54,DE,Hallo ich mag Pizza 🍕  📩 E-Mail for business inquiries: linkatzo@inflyzed.com  https://www.inflyzed.com/impressum ,238.49,404114.0,0.09,0.022,🔵 <1M
2827,UC1jy4Vz3yy5eLeMrYg-UPSA,SCOAR,91300,54074650,1871,SE,Svensk FIFA gaming kanal styrd av Scoar (Oscar),592.27,28901.0,0.09,0.054,🔵 <1M
2828,UCxNSIoASToCd54SXOcR4cow,Abbaok Gaming,91300,30240721,1254,DE,Abbaok bietet täglich Roblox-Videos für die älteren Roblox Spieler  Hauptkanal: https://youtube.com/c/Abbaok  Linktree: https://www.Abbaok.de  ---  E-Mail für geschäftliche Anfragen/for business inquiries: info@abbaok.de ,331.22,24115.0,0.09,0.03,🔵 <1M
2829,UCWTClaHgvWSaMeVf2wkUbJw,Hawk Pawk,90900,37831467,1229,TR,"Oyunlar hakkında kısa videolardan uzun hikayeli videolara her şeyi burada bulabilirsiniz. 📸 Instagram: 👉https://www.instagram.com/hawkpawkriyal veya @hawkpawkriyal  💬 Discord sunucumuza katıl: 👉 https://discord.gg/hawkpawk Toplulukla sohbet et, duyurulardan haberdar ol!  🔔 Yeni videoları kaçırmamak için bildirimleri açmayı unutma!  İyi seyirler! 🚀 .-. . -- --- ...- . ",416.19,30782.0,0.09,0.038,🔵 <1M
2830,UCX-3R99NH4nKAubjlSiNhcw,PaulMcCartneyVEVO,90800,218208767,123,Unknown,,2403.18,1774055.0,0.09,0.218,🔵 <1M
2831,UCAKeP96XeqsUZPgE3Z12HIw,MamiJOY,90800,36843961,286,TR,"Selamlar Ben MamiJOY kanalıma hoş geldiniz! Umarım yaptığım içerikler, hayatın sıkıcılığından sizi bir nebzede olsa kurtarıp eğlendirebiliyordur ;)  🎉Abonelik Hedeflerim🥳 1.000✅ 5.000✅ 10.000✅ 20.000✅ 30.000✅ 40.000 ✅ 50.000 ✅ 60.000 ✅ 70.000 ✅ 80.000 ✅  📩Reklam ve Sponsorluk için: contact.mamijoy@gmail.com ",405.77,128825.0,0.09,0.037,🔵 <1M
2832,UCTb9DXqoZEZJOxFFx94_Zvg,ゆずみん,90700,128619543,4635,JP,ある日、ゆずの元を男が訪ねてきた。男の目的は借金の取り立て。 ゆずは以前、高校の同級生たくみんの30万円の連帯保証人になったことがあった。 そのたくみんが１円も返済せず失踪したらしいのだ。たくみんが借りた30万円はなんと385万円にまで膨らんでいた。 困り果てたゆずは借金返済を賭け希望の船エスポワールに乗る決心をする。その船の中にたくみんがいた。再会した時の第一声は「タイムリープしたい」だった。  二人は借金を残しつつもタイムリープ能力を手にし船を降りることに成功。その時のパー買い占め派であるなりさんをぱーちんとして三番隊隊長に任命。秋田卍會(youtube)を立ち上げる。彼は後に楚の大将軍になる逸材であった。    Twitter（X）→https://twitter.com/yuzumin_akita（仕事の依頼はこちらのDMにて） インサイド→https://www.inside-g,1418.08,27750.0,0.09,0.129,🔵 <1M
2833,UCviD8FRJE2BGUxI8SGOqfLQ,쌈용,90200,104376514,4012,KR,🎮게임 방송하는 쌈용유튜브🎮  💡광고 문의: ksjsky1987@naver.com 💡카카오톡: sjth302    ,1157.17,26016.0,0.09,0.104,🔵 <1M
2834,UCGVblndKXvUpCq3LNrNxivg,Funnoppy,89900,21876298,38,IN,Hello Guyss  Apun hai funnoppy bole to oppy 😁,243.34,575692.0,0.09,0.022,🔵 <1M
2835,UCJvspAiM9Md-DD5burA0zMA,Eniola Ajao Films Tv,89700,5051032,17,US,Official Eniola Ajao Movies Channel. Here we upload the best of Nigerian films starring your favourite actors. Please subscribe and turn on the notification bell so you can be the first to know when we upload new films. ,56.31,297120.0,0.09,0.005,🔵 <1M
2836,UCLJZnUXCL9M1zYKf08dtHtQ,TURKYOFF - تركوف,89200,143546733,858,SA,"⚡ TURKYOFF | تركوف 🕹️ صانع محتوى ألعاب ━━━━━━━━━━━━  🧩 شريط التقدم 🟢 1,000 █████ 🟢 10,000 ██████ 🟢 25,000 ███████ 🟢 50,000 █████████  🟢 75,000 ███████████ 🔴 100,000 █████████████   ━━━━━━━━━━━━ 💚 رابط الدعم ✨ بدعمكم نكبر ونطور المحتوى خطوة بخطوة 🔗 [https://tip.dokan.sa/turkyoff]  ━━━━━━━━━━━━  📢 إعلانات وتعاون  [ Turkyoff_Ads@hotmail.com ]  ",1609.27,167304.0,0.09,0.144,🔵 <1M
2837,UCeNb279t81IbM8-_L0Y94Og,Sameen Roblox,89200,12963836,123,SA,نورة ام القناة😍 حياكم الله في قناتي قناة مختصه في افلام روبلوكس💖 اتمنى تعجبكم ولا اوصيكم بالمتابعة والاشتراك😍 ,145.33,105397.0,0.09,0.013,🔵 <1M
2838,UCRolTJNmkLmDNs_rbeoRfYw,RRQSutsujin,89100,6557941,124,Unknown,"This is my channel. I’m Sutsujin, MLBB jungler for RRQ. Just playing, learning, and trying to be better every day. ",73.6,52887.0,0.09,0.007,🔵 <1M
2839,UCa3wOCdzbBVRp8SNbSLZICQ,やなつん,88900,38804018,1193,JP,,436.49,32526.0,0.09,0.039,🔵 <1M
2840,UCJcx1kxji_tvzwrdm8OceUg,태민98,88500,48237233,1047,KR,SOOP TV 태민98  '비즈니스 메일: ad@lolq.co.kr' 또는 'xoals6047@lolq.co.kr'  instagram : _taemin98_  광고&문의 디엠 또는 메일 주세요!!!,545.05,46072.0,0.09,0.048,🔵 <1M
2841,UCh0-KFEB9MCgjF68Pa2dygA,Анюта Роуз,88400,12396412,91,Unknown,Самые интересные Роблокс истории только у меня 🔥 ,140.23,136224.0,0.09,0.012,🔵 <1M
2842,UC9r82UwIevmbXYhxJ4cpPjA,Lâm Đình Xưa,87700,4026140,21,Unknown,Kênh bí mật của anh em Gúp Bu Ngô,45.91,191721.0,0.09,0.004,🔵 <1M
2843,UC1nDdWX28Ol9EqK-0yf1MZg,Khanh Guy,87500,23507312,123,Unknown,Lên 100.000 SUBSCRIBE Nào Mọi Người Ơiiii 😱😱😱,268.65,191116.0,0.09,0.024,🔵 <1M
2844,UCf4S6AEjPsIfK9dTRjw85Gw,SmashlogTV - SF6,87400,27724835,201,JP,,317.22,137935.0,0.09,0.028,🔵 <1M
2845,UCQhrpwVF8oJXtRDKFlfCtOg,Soni Shahi YT🌺 ,86700,7361013,361,IN,"Hello this is soni👋🏻  🔴 LIVE: GRANNY Horror👀 Game💀!!  Welcome To The Scariest House On The Internet!!  I’m Trying To Escape Granny’s Deadly Traps. Stay With Me, Enjoy The Jumpscares, And Support💕 The Stream In Chat! 👀💀  👉 Like The Stream  👉 Subscribe For More Horror Content  👉 Share With Your Friends!  🛑STREAMING TIME📌  👉MORNING: 8:15 Am🌞   ",84.9,20391.0,0.09,0.007,🔵 <1M
2846,UCXWf7qS2OkGvRSHy0WIkJ4A,DanceHype,86600,137146091,691,DE,,1583.67,198475.0,0.09,0.137,🔵 <1M
2847,UCnr_U21YqLylbZuuucjx-OA,NewLife Squad,86100,6053034,3212,ID, ,70.3,1885.0,0.09,0.006,🔵 <1M
2848,UC4eGHzF1mGEAj7m4oe3gVdg,DLC (Dyadya Lyosha Channel),86100,20056544,489,RU,"Игровые новости, DLC,  обзоры новых игр,  во что поиграть. Здравствуйте, друзья! На канале DLC мы расскажем вам об играх... Уютно, лампово и по-доброму) Дядя Лёша с вами)  Сотрудничество: dlc.channel.press@gmail.com  ",232.94,41015.0,0.09,0.02,🔵 <1M
2849,UCG70O1umzfgPpDs8sBJtvVw,고뇨,86000,74322879,2970,KR,모바일게임 주로 합니다 ,864.22,25025.0,0.09,0.074,🔵 <1M
2850,UCMYRzpA4bPyUJMJLhPmwK9g,Yasin Gülbahar,85900,37563674,750,TR,Merhabalar 23 Yaşında Matematik bölümü okuyorum. Daha çok MMORPG ve FPS Oyunlarını seviyorum. Metin2'yi 2010'dan beri oynuyorum.  ,437.3,50085.0,0.09,0.038,🔵 <1M
2851,UCT0ofHfS0aoHV7L7ytyfF4w,모험러의 어드벤처,85700,90129462,3975,KR,"외국 게임 언론들의 헤드라인 기사를 소개합니다. 그 외 위쳐3, 사이버펑크 2077, 발더스 게이트, 폴아웃 등, 게임 관련 이야기도 올립니다.",1051.69,22674.0,0.09,0.09,🔵 <1M
2852,UC3bxD_PQJ1eIs_2znZ9XFqQ,SIMON AGUIRRE,85600,94431126,199,AR,Espero que disfruten de los vidéos que voy a estar subiendo a este canal :),1103.17,474528.0,0.09,0.094,🔵 <1M
2853,UCH-_4tA3IV4SteL1ui1kGQA,ايدر توب - Eder top,85400,7626358,551,Unknown,مرحبا انا صانع محتوي /العاب  هدفي الحالي 100الف مشترك  وبس حابب تعرف عني اكثر شوف فديوهاتي ❤️🤩 ,89.3,13841.0,0.09,0.008,🔵 <1M
2854,UC5wRZInvU-rGNUYWrk2QVhQ,Josita Vosita,85300,16894615,139,Unknown,¡Hola a todos! Soy Josita Vosita y me emociona que estés aquí explorando el fascinante mundo de Avatar World conmigo.  🌟 ¿Qué encontrarás en este canal? 	•	Animaciones creativas y detalladas sobre Avatar World. 	•	Descubrimiento de secretos y rincones ocultos en diferentes locaciones. 	•	Respuestas a los desafíos y sugerencias que me envían los seguidores en los comentarios.  Cada video está hecho,198.06,121544.0,0.09,0.017,🔵 <1M
2855,UCw38Q-YwbsMiwae3QOpO5Hg,UJI AMEL ,85200,746876,27,ID,selamat datang di channel uji amel semoga video saya bisa bermanfaat dan bisa menghibur  mohon dukungan dengan cara like komen dan subscribe ya terima kasih  ,8.77,27662.0,0.09,0.001,🔵 <1M
2856,UCiONA5rrHjHQTPA6i3nW7Zg,La Cantina di Cydonia ,85200,42635119,675,IT,"Video gameplay targati Cydonia estratti dalle live su Twitch, uniti a serie inedite e shorts a tema videoludico! ",500.41,63163.0,0.09,0.043,🔵 <1M
2857,UCLrYavXppY_4oRfquHk9VQg,HAGANE,84700,19277074,170,JP,【TOKYO GIRLS METAL】  HAGANE OFFICIAL YouTube CHANNEL  Vo.凪希 Gt.Sakura Ba.Sayaka Dr.JUNNA  2025.4.30 NEW FULL ALBUM『TOP OF THE TOWER』Release  ＜リリースツアー 全国12会場 全公演SOLD OUT＞  ＜リリースツアー追加公演 決定＞ 10.17 札幌Crazy Monkey 10.18 札幌Crazy Monkey 11.22 新潟GOLDEN PIGS RED STAGE 11.23 金沢AZ 11.29 広島LIVE VANQUISH　 11.30 OSAKA MUSE 12.5 福岡DRUM Be-1 12.12 名古屋Electric Lady Land 12.19 仙台darwin　 12.25 東京新宿 Zepp Shinjuku ,227.59,113395.0,0.08,0.019,🔵 <1M
2858,UCkhBnGOwgJlUHx3Js_bOsYg,ACVocals,84400,129427946,369,VN,"● ACVocals là một kênh sản xuất và truyền thông âm nhạc thuộc hệ thống Công Ty TNHH ACV ENTERTAINMENT hợp tác cùng VCPMC, Bản Quyền Số Network và các nghệ sĩ trực thuộc ACV và các nghệ sỹ trong showbiz Việt.    Chỉ đơn giản là những bản nhạc COVER về BALLAD, LOFI hay nhất gửi đến những tâm hồn đồng điệu.  - Mong được mọi người yêu thích và ủng hộ -  ► Contact:  cuongacvmusic90@gmail.com ► Booking ",1533.51,350753.0,0.08,0.129,🔵 <1M
2859,UCghv5Q73q3_IvWtHlFg0lcQ,NailongBLOX,84300,6751774,159,ID,Livestreaming Roblox Games Everyday Business & inquiries ► nailongblox@gmail.com ,80.09,42464.0,0.08,0.007,🔵 <1M
2860,UCuFKgy1b8H0MG-uz47-4GUg,HypeFilms,83800,65860646,1405,RU,"Самые новые официальные трейлеры к фильмам, сериалам и мультфильмам только на нашем канале!  Не забудьте подписаться на канал, поставить лайк и колокольчик!  Contact: hypefilmscooperation@mail.ru  A+ Включён в перечень персональных страниц: https://gosuslugi.ru/snet/696e2f9622ea98690033e5c1 ",785.93,46876.0,0.08,0.066,🔵 <1M
2861,UCUG5ci-9M-3TjIzzzE39qXg,Айдо,83800,13434816,94,AE,Игровой канал с ноткой юмора и капелькой сарказма.  Безработный геймер. ,160.32,142924.0,0.08,0.013,🔵 <1M
2862,UC5MpUQ8KYNo1lPG6bApEb8w,VALORANT News - TacticalRab,83700,62564451,1557,GB,"VALORANT Competitive Esports News - Updates, Roster Changes, Rumors & Analysis  Follow me on Twitter for updates: https://twitter.com/TacticalRab  CDL Channel - Call of Duty esports: https://www.youtube.com/c/TacticalRab/  Email: tacticalrab@breakingpoint.gg ",747.48,40183.0,0.08,0.063,🔵 <1M
2863,UCSBlLy7ZxjMGzpP3oQBg83g, SA3ODI,83700,36815589,71,SA,هلا! SA3ODI هنا،  اتمنى ارسم البسمة في وجوهكم ,439.85,518529.0,0.08,0.037,🔵 <1M
2864,UC6BpBqAJhCUJ56dctLuVhvw,6UFF,83700,47779047,42,US,Official Youtube channel for 6uff.,570.84,1137596.0,0.08,0.048,🔵 <1M
2865,UCAPro8FaaxZ50XE7471NwJw,917JOSH,83700,22149991,96,US,The ONE And ONLY 917Josh 🎧 18 Y/O DJ/Producer/Content Creator 1M+ On TikTok (917Josh_) 200k+ On Instagram (dj_917josh) Make Sure To Follow My Other Social Media 📲 ,264.64,230729.0,0.08,0.022,🔵 <1M
2866,UC1P1pSjj0D_4bX2RteQLyuA,렌,83500,171719923,7597,KR,"광고, 비즈니스 문의 : coo@futuresenter.com 홈페이지 : https://www.futuresenter.com  생방송 : 밤 9시 전후 투네이션 후원링크 : https://toon.at/donate/lentv 팬톡방 : https://open.kakao.com/o/gXRTlGqb (비밀번호 렌에게 문의 : 카톡 LenTV)  영상을 공유하시는 경우에는 반드시 링크를 첨부해주시길 부탁드립니다. 사전에 동의 없이 상업적으로 사용하는 경우 법적대응 하겠습니다.",2056.53,22604.0,0.08,0.172,🔵 <1M
2867,UCftNZQQOWj7HEvkSo2Nchbw,RMY2K,83500,47499225,281,TH,(RMY2K) Relax Music Y2K แนวเพลงของเราจะเป็นเพลงเศร้า เหงา อกหัก EMO POP R&B SOFT ROCK เพลงของเราถูกแต่งขึ้นจากประสบการณ์และความรู้สึกจริงๆที่เจอในแต่ละวัน ไม่มีเทคนิค...แต่เน้นความรู้สึก  ทุกเพลงได้แรงบันดาลใจจากยุค และ 2000s เรียบง่ายแต่ชัดเจน เศร้าแต่ไม่อ่อนแอ ฟังได้ทุกเวลา โดยเฉพาะตอนที่ใจไม่ปกติ  สำหรับเพลงCOVER เราทำโดยให้เกียรติเพลงต้นฉบับทุกเพลง อาจมีการปรับแต่งเมโลดี้ให้เป็นสไตล์ของเรา แต่,568.85,169036.0,0.08,0.047,🔵 <1M
2868,UC5oWqMZx-33ekP_pfU4pSPg,Abid Kanwal Official,83300,30417108,274,PK,"Welcome To Abid Kanwal Official  Official Youtube Channel Of Abid Kanwal Official  Abid Kanwal is a professional well known Saraiki Punjabi & Urdu Folk Singer.He is giving a platform of a-lot songs Punjabi,Sariaki,Pushto and Urdu.He performed on TV Channels Like GNN,Atv,Aplus,KoheNoor,PTV etc. Fans like his songs very hardly  Email: Singerabidkanwal9@gmail.com For Bookings & Queries Contact Us: 03",365.15,111011.0,0.08,0.03,🔵 <1M
